id,Comments,Key_phrases,Retweets,UserName,Text,ID,Likes,category,Timestamp,Handle,type
10,0,"LaserJet Toner Cartridge,Black LaserJet Toner,Toner Cartridge,Black LaserJet,LaserJet Toner,Black,Cartridge,Toner,Qatar,LaserJet,Free shipping,Call,WhatsApp,inkjet,inkcartridges,tonercartridges,printers,shoponline,Free,shipping",0,"Ahsan jutt","HP 136A Black LaserJet Toner Cartridge Free shipping all over in Qatar Call/WhatsApp: +974 5537 9001 +974-3366-8482 http://smtqatar.com #HP #qatar #inkjet #inkcartridges #tonercartridges #printers #shoponline",11,0,"Appreciation","2023-05-17T07:36:25.000Z","@juttahsan4510","labelled_tweets"
11,1,"Replying",0,"HP Support","Replying to  @roberte46763910",12,0,"Neutral","2023-05-17T07:36:13.000Z","@HPSupport","labelled_tweets"
12,0,"WeisiNotes,Replying",0,"Nobody","Replying to  @WeisiNotes",13,0,"Neutral","2023-05-17T07:36:08.000Z","@Nobody_Broke","labelled_tweets"
13,0,"FellatrixArt,Replying,AJettoJetto",0,"Shogo_pirate","Replying to  @AJettoJetto  and  @FellatrixArt",14,0,"Neutral","2023-05-17T07:29:38.000Z","@Chocodesparrow","labelled_tweets"
14,0,"Extra Black Ink,Black Ink Bottles,WiFi Colour Printer,Smart Tank,Ink Bottles,Extra Black,Colour Prints,Black Ink,WiFi Colour,Limited-time deal,Upto,Colour Printer,Colour,Black,Tank,Extra,Bottles,Prints,Smart,Ink",2,"NexZen Market","Limited-time deal: HP Smart Tank 581 All-in-one WiFi Colour Printer with 2 Extra Black Ink Bottles(Upto 18000 Black and 6000 Colour Prints).  https://amzn.to/455IHDu  #printer #ChampionsLeague #Cannes2023 #FNAFMovie #COLDPLAYinKL #OylarYenidenSayilsin #InterMilan",15,1,"Appreciation","2023-05-17T07:22:52.000Z","@NexZenMarket","labelled_tweets"
15,0,"Printer cartridges Work,Work for Officejet,cartridges Work,Printer cartridges,Plavetink,Officejet,Printer,Work,Cartridge,cartridges",0,"Oran65MMKPn","Plavetink 932 933 XL Cartridge For HP 932 933 XL Printer cartridges Work for Officejet 6100 6600 6700 7110 7610 7612 Printer X0QKTUR  https://s.click.aliexpress.com/e/_DlStpbJ?Sg5Uan…",16,0,"Neutral","2023-05-17T06:52:56.000Z","@mmk_pn","labelled_tweets"
16,3,"dips,Re-up Preloved,Re-up Preloved printer,Preloved printer,masih normal tinggal,tinggal ganti catrid,Preloved,masih normal,ganti catrid,printer,Start,Re-up,masih,catrid,normal tinggal ganti,normal tinggal,tinggal ganti,Cuma printer,Cuma,kabel",1,"Promo GoFood Cek Pinned","-dips! Re-up Preloved printer hp 2135 masih normal tinggal ganti catrid. Cuma printer sama kabel. Start 150k. Gambarnya kurang lebih gini",17,0,"Neutral","2023-05-17T06:30:02.000Z","@undipmenfess","labelled_tweets"
17,0,"Ink Cartridge Officejet,Printer Cartridge Replacement,Ink Cartridge,Cartridge Officejet,Printer Cartridge,Cartridge Replacement,Black,befon,Ink,Officejet,Cartridge,Printer,Replacement",0,"Johnny68LIqfz","befon X2 Black 901 XL Printer Cartridge Replacement for HP 901 HP901 Ink Cartridge Officejet 4500 J4500 J4540 J4550 J4580 J4640 TF71ACF  https://s.click.aliexpress.com/e/_DFg27Cv?JTGitusyZ…",18,0,"Neutral","2023-05-17T06:18:42.000Z","@JIqfz","labelled_tweets"
18,0,"Ink Cartridge Replacement,Mambaink Ink Cartridge,Ink Cartridge,Cartridge Replacement,Mambaink Ink,Printer,Envy,Ink,Cartridge,Replacement,Mambaink",0,"Lorna.Wintheiser12vlQ","Mambaink Ink Cartridge Replacement For HP 302 HP302 XL For Envy 4520 4521 4522 4523 4524 4526 4526 4527 4528 3830 3831 Printer NHGIV2P  https://s.click.aliexpress.com/e/_DnlOfEH?mYSTRXFN…",19,0,"Complaint","2023-05-17T06:06:53.000Z","@wintheiser12vlq","labelled_tweets"
19,0,"tonercartridges 𝐊𝐧𝐨𝐰 𝐌𝐨𝐫𝐞,Releases New Patented,𝐊𝐧𝐨𝐰 𝐌𝐨𝐫𝐞,tonercartridges 𝐊𝐧𝐨𝐰,kilider Releases,samsungprinters,HPPrinters,imagingmag,imagingsolution,Patented,𝐌𝐨𝐫𝐞,kilider,Releases,𝐊𝐧𝐨𝐰,tonercartridges",0,"Imagingmag","#kilider Releases New Patented #tonercartridges   𝐊𝐧𝐨𝐰 𝐌𝐨𝐫𝐞 https://imagingsolution.in/kilider-releases-new-patented-toner-cartridges/…   #kilider #samsungprinters  #HPPrinters  @imagingmag   #imagingsolution   @SwapanR56454932",20,0,"Neutral","2023-05-17T05:53:33.000Z","@imagingmag","labelled_tweets"
20,1,"discountfess,Replying",0,"ca♡","Replying to  @discountfess",21,0,"Neutral","2023-05-17T05:41:47.000Z","@Cntka31","labelled_tweets"
21,0,"Multifunction Wireless Printer,LaserJet Pro MFP,Colour LaserJet Pro,Pro MFP,Multifunction Wireless,Printer with Fax,Wireless Printer,Amazon,Colour LaserJet,LaserJet Pro,MFP,Multifunction,Fax,Colour,Pro,Wireless,Printer,LaserJet",0,"Shopping Alert","HP Colour LaserJet Pro MFP M479fnw Multifunction Wireless Printer with Fax #Amazon",22,0,"Appreciation","2023-05-17T05:40:13.000Z","@ShoppingAlertUK","labelled_tweets"
22,0,"APAPLIK Refilled Ink,Refilled Ink Cartridge,Ink Cartridge Replacement,APAPLIK Refilled,Refilled Ink,Ink Cartridge,Cartridge Replacement,Deskjet,Printer,APAPLIK,Refilled,Ink,Cartridge,Replacement",0,"Sean.OReilly76DOU","APAPLIK Refilled Ink Cartridge Replacement for HP 140 141 for HP C4583 C4283 C4483 C5283 D5363 Deskjet D4263 D4363 C4480 Printer NQGK2TA  https://s.click.aliexpress.com/e/_DldvJJB?iGekAM…",23,0,"Neutral","2023-05-17T02:25:33.000Z","@oreilly76dou","labelled_tweets"
23,0,"disables customers’ printers,ink cartridges,disables customers’,customers’ printers,cartridges,disables,customers’,printers,ink",0,"newstimes18.com","HP disables customers’ printers if they use ink cartridges...",24,0,"Neutral","2023-05-17T02:00:12.000Z","@Newstimes18g","labelled_tweets"
24,0,"Replying",0,"HP Support","Replying to  @hhicks95112410",25,0,"Neutral","2023-05-17T01:45:16.000Z","@HPSupport","labelled_tweets"
25,0,"USB High Speed,Epson Printer Cord,Canon Brother Samsung,USB High,High Speed,Printer Cord,Male Cable,Cable for Canon,Canon Brother,Brother Samsung,Samsung Hp Epson,Epson Printer,USB,Speed,Cord,High,Male,Cable,Canon,Brother",0,"Mozell_Donnelly32","USB High Speed 2.0 A To B Male Cable for Canon Brother Samsung Hp Epson Printer Cord 0.3m 0.5m 1.5m C7TI6VC  https://s.click.aliexpress.com/e/_DFjgqrb?43Oy4vK1FZ…",26,0,"Neutral","2023-05-17T01:25:01.000Z","@MozellDonnelly2","labelled_tweets"
26,0,"discountfess,Replying",0,"ꜱʜᴀɴɪ ☁︎","Replying to  @discountfess",27,0,"Neutral","2023-05-17T01:10:59.000Z","@rllyvibin","labelled_tweets"
27,0,"Replying",0,"HP Support","Replying to  @TeaRose1536  and  @HP",28,0,"Neutral","2023-05-17T01:08:58.000Z","@HPSupport","labelled_tweets"
28,2,"Instant Ink payment,missed Instant Ink,Instant Ink,printer,ink,missed Instant,paid,Ink payment,paper,Instant,block my printer,payment,printer from printing,block,printing,missed",1,"Alayna Rochester-Flint","@HP , I paid for the printer, the paper, and the ink that is in the printer.   And you think it's okay to block my printer from printing because of a missed Instant Ink payment? I'VE ALREADY PAID FOR THE INK IN MY PRINTER.",29,0,"Complaint","2023-05-17T00:54:01.000Z","@TeaRose1536","labelled_tweets"
29,0,"ARC Auto Reset,Auto Reset Permanent,Reset Permanent Chips,ARC Auto,Auto Reset,Reset Permanent,Permanent Chips,Printers,BOMA-TEAM,ARC,Officejet,Auto,Reset,Permanent,Chips",0,"Corine29TiDrA","BOMA-TEAM HP932 HP933 932 933 ARC Auto Reset Permanent Chips For HP Officejet 6100 6600 6700 7110 7610 7612 7510 7512 Printers C4YXZCK  https://s.click.aliexpress.com/e/_DEknrdT?QEfaa8eW4d…",30,0,"Neutral","2023-05-17T00:52:46.000Z","@ACorine29","labelled_tweets"
30,0,"printer ink cartridges,ink cartridges,generic hp printer,printer ink,cartridges,generic,printer,ink",0,"Chris is my name read my bio before messaging me","564 XL generic hp printer ink cartridges",31,0,"Neutral","2023-05-16T23:35:07.000Z","@ParkerDoandcp","labelled_tweets"
31,0,"LAN network,Linux systems,LAN,Linux,network,network printer,setup process,systems,printers,unix,ubuntu,printing,address and entering,process,add a network,printer,add,identifying,address,entering",0,"Dave Taylor","Linux systems don't always see printers on the LAN network. Here's how to add a network printer by identifying its IP address and entering it as part of the setup process: https://askdavetaylor.com/guide-to-adding-a-network-printer-to-a-linux-system/… #linux #unix #ubuntu #hp #printers #printing",32,0,"Neutral","2023-05-16T23:03:00.000Z","@DaveTaylor","labelled_tweets"
32,0,"full ink compatible,ink compatible cartridge,series printer,full ink,ink compatible,compatible cartridge,pcs,Designjet,series,printer,full,ink,compatible,cartridge",0,"Talia88UjF","4 pcs 69ml with full ink compatible cartridge for HP 10 82 For HP Designjet 500 500PS 800 800PS 815mfp 820mfp 510 series printer AR8NPEM  https://s.click.aliexpress.com/e/_DmshzyZ?8kJZKu…",33,0,"Neutral","2023-05-16T20:55:52.000Z","@FTalia88","labelled_tweets"
33,0,"block third-party ink,third-party ink,printers still block,block third-party,ink,printers,block,third-party,workaround HunterSam,HunterSam,workaround",0,"Technical-SAM","HP printers still block third-party ink. These ones have a workaround HunterSam",34,0,"Complaint","2023-05-16T20:55:23.000Z","@DreamWorldsm","labelled_tweets"
34,0,"Ink Cartridge Replacement,Ink Cartridge,Cartridge Replacement,Deskjet,Printer,Ink,Cartridge,Replacement",0,"Remington16DqqRa","650XL Ink Cartridge Replacement for hp650 for hp 650 XL hp650xl Deskjet 1015 1515 2515 2545 2645 3515 4645 Printer 39BJRRH  https://s.click.aliexpress.com/e/_DEI1wMH?Z47XrJAh…",35,0,"Neutral","2023-05-16T20:53:17.000Z","@dqq_ra","labelled_tweets"
35,1,"print double sided,n’t print double,double sided,bought a printer,card stock,n’t print,print double,fam,sided,printer that prints,prints on card,bought,printer,card,stock,n’t,double,prints,print",0,"DMM","fam I really cannot believe I bought a printer that prints on card stock but can’t print double sided. HP are you serious !!!!",36,0,"Complaint","2023-05-16T20:52:52.000Z","@_freebitxh","labelled_tweets"
36,0,"Auto Reset Chip,Printer XHEETAO,Color With Auto,Auto Reset,Reset Chip,ink Cartridge,Color,Designjet,Printer,XHEETAO,Auto,Reset,Chip,Cartridge,ink",0,"Camron59cWAQi","80ml/130ml 6 Color With Auto Reset Chip for HP 84 85 ink Cartridge For HP Designjet 30 90 130 Printer XHEETAO  https://s.click.aliexpress.com/e/_DEauN3n?SXseb3pm…",37,0,"Neutral","2023-05-16T20:33:27.000Z","@camron59c","labelled_tweets"
37,0,"block third-party ink,third-party ink,printers still block,block third-party,ink,printers,block,third-party,workaround,models",0,"Tech Of Minions","HP printers still block third-party ink. These models have a workaround",38,0,"Complaint","2023-05-16T20:26:34.000Z","@techofminions","labelled_tweets"
38,1,"bought,Absolute rip,user friendly,Avoid,Absolute,friendly,rip off signing,ink subscription,rip,signing,ink,subscription,user,printer,printers,recommend,recommend their printers",0,"Tara","Wish I’d never bought a  @HP  printer! Absolute rip off signing up for their ink subscription and so not user friendly! Would not recommend their printers at all!!!! Avoid!!!",39,0,"Complaint","2023-05-16T20:17:49.000Z","@Lipstar","labelled_tweets"
39,0,"refillable Smart Tank,Smart Tank,generation of refillable,refillable Smart,Tank,printers,Smart,ready,generation,refillable,Download this video,video highlighting,machine with super,cost per page,Download,super low cost,eco-friendly,machine,page,super low",0,"HPSI","Get ready for the next generation of refillable Smart Tank #printers! Download this video highlighting the  @HP  Smart Tank 7600, the eco-friendly all-in-one machine with super low cost per page.",40,0,"Appreciation","2023-05-16T20:05:21.000Z","@cloudHPSI","labelled_tweets"
40,0,"refillable Ink Cartridge,Printer THSNNLR,Officejet Pro,Ink Cartridge,refillable Ink,BLOOM refill,BLOOM,Pro,Printer,THSNNLR,Ink,Cartridge,Officejet,refillable,refill",0,"Sydni65MWt","BLOOM refill FOR HP 940 940XL refillable Ink Cartridge for HP Officejet Pro 8000 8500 8500a A809a A909 A910a Printer THSNNLR  https://s.click.aliexpress.com/e/_DFJR7BB?rAaGpIMPF9…",41,0,"Neutral","2023-05-16T20:01:30.000Z","@sydni65","labelled_tweets"
41,0,"Necesitas,consumibles para,Conversa con nosotros,consumibles,equipo,para tu equipo,Canon,Epson,Samsung,seguramente tenemos una,para,Conversa con,con nosotros,seguramente tenemos,printer,impresora,una solución para,solución para,tenemos una solución,Conversa",2,"Soluciones y Servicios Inkrez C.A.","¿Necesitas #consumibles para tu equipo?  Conversa con nosotros, seguramente tenemos una solución para ti.  #HP #Canon #Epson #Samsung #printer #impresora",42,1,"Neutral","2023-05-16T18:01:30.000Z","@_inkrez","labelled_tweets"
42,0,"Laser printer KDKGUXP,color Laser printer,Toner Cartridge,color Laser,printer KDKGUXP,Laser printer,Toner,KDKGUXP,Cartridge,Laser,Compatible,color,chip,printer",0,"Cale35FRiwS","Compatible with new chip for hp117a Toner Cartridge for HP 117a w2070a For HP MFP179fnw 178nw 150a 150nw color Laser printer KDKGUXP  https://s.click.aliexpress.com/e/_DkKtAUH?gsDx6pL9wp…",43,0,"Neutral","2023-05-16T17:42:22.000Z","@Cale35F","labelled_tweets"
43,0,"Work for Designjet,Printer Work,Printer,Designjet,Plavetink,Cartridge,Work",0,"Darryl.Crooks92oRhA","Plavetink 711 XL Cartridge For HP 711 XL Printer Work for Designjet T120 24 T120 610 T520 24 T520 36 T520 610 T520 914 Printer PYD8TQJ  https://s.click.aliexpress.com/e/_Dkw0kPF?1tTmtoC…",44,0,"Neutral","2023-05-16T17:10:42.000Z","@crooks92orha","labelled_tweets"
44,0,"Printers with Blue,Blue Screen,Beware,Firmware Updates,Updates are Bricking,Bricking OfficeJet,Errors,Printing,Ink,Canon,Ricoh,Konica,Xerox,Lexmark,Closedloop,tonercartridges,Printers,Screen,Firmware,Updates",0,"TonerNews","Beware! HP Firmware Updates are Bricking OfficeJet 9020e Printers with Blue Screen 83C0000B Errors. https://tonernews.com/forums/topic/beware-hp-firmware-updates-are-bricking-officejet-9020e-printers-with-blue-screen-83c0000b-errors/… http://secure.campaigner.com/csb/Public/show/9fx3-2on0hw--13j5j8-uyc7og3… #toner #tonercartridges #tonercartridge #InkCartridges #Printing #Ink #Hp #Canon #Ricoh #Konica #Xerox #Lexmark #Closedloop…",45,0,"Complaint","2023-05-16T16:43:21.000Z","@tonernews","labelled_tweets"
45,0,"Upcoming Printer Firmware,Printer Firmware Updates,Epson Warns Users,Warns Users,Users of Upcoming,Upcoming Printer,Printer Firmware,Firmware Updates,Ink Cartridges,Epson Warns,Cartridges,Ink,Warns,Users,Upcoming,Printer,Firmware,Updates,Printing,Canon",0,"TonerNews","Epson Warns Users of Upcoming Printer Firmware Updates for New SC-P9000-P8000-P7000-P6000 Ink Cartridges. https://tonernews.com/forums/topic/epson-warns-users-of-upcoming-printer-firmware-updates-for-new-sc-p9000-p8000-p7000-p6000-ink-cartridges/… http://secure.campaigner.com/csb/Public/show/9fx3-2on0hw--13j5j8-uyc7og3… #toner #tonercartridges #tonercartridge #InkCartridges #Printing #Ink #Hp #Canon #Ricoh #Konica #Xerox #Lexmark #Closedloop…",46,0,"Complaint","2023-05-16T16:43:05.000Z","@tonernews","labelled_tweets"
46,0,"Ransomware Gang,Gang Using Printer,Printer Vulnerability,MPS to Attack,Attack Schools,Vulnerability in PaperCut,PaperCut MPS,FBI,Ransomware,Gang,Printer,Vulnerability,MPS,Attack,Schools,Printing,Ink,Canon,Ricoh,Konica",0,"TonerNews","FBI: Ransomware Gang Using Printer Vulnerability in PaperCut MPS to Attack Schools Across the U.S.. (Bl00dy) https://tonernews.com/forums/topic/ransomware-gang-using-printer-vulnerability-in-papercut-mps-to-attack-schools-across-the-u-s-bl00dy/… http://secure.campaigner.com/csb/Public/show/9fx3-2on0hw--13j5j8-uyc7og3… #toner #tonercartridges #tonercartridge #InkCartridges #Printing #Ink #Hp #Canon #Ricoh #Konica #Xerox #Lexmark #Closedloop…",47,0,"Complaint","2023-05-16T16:40:50.000Z","@tonernews","labelled_tweets"
47,0,"HPSupport,Replying",0,"thesharpestsphere","Replying to  @HPSupport",48,0,"Neutral","2023-05-16T16:34:18.000Z","@thesharpestsph1","labelled_tweets"
48,21,"RepThomasMassie,Replying",165,"U.S. Ministry of Truth","Replying to  @RepThomasMassie",49,3,"Neutral","2023-05-16T16:31:19.000Z","@USMiniTru","labelled_tweets"
49,0,"kimkomando,Replying",0,"Arizona Patriot","Replying to  @kimkomando",50,0,"Neutral","2023-05-16T16:22:45.000Z","@TJTackleberry","labelled_tweets"
50,0,"Timcast,Replying",3,"Shylo","Replying to  @BretMGreen1  and  @Timcast",51,0,"Neutral","2023-05-16T16:12:34.000Z","@shy_ferg","labelled_tweets"
51,0,"cheap ink,rules,printer,blocked,cheap,ink,uproar",0,"Silver Chicken","Your printer could be blocked if you use cheap ink as HP causes uproar with new rules",52,0,"Complaint","2023-05-16T16:07:00.000Z","@SilverChicken3","labelled_tweets"
52,0,"Printers",0,"Marco Blaze","The 5 Best All-In-One Printers 2023 [HP]",53,0,"Appreciation","2023-05-16T14:38:09.000Z","@BlazeMarcoweb","labelled_tweets"
53,0,"Printers",0,"Marco Blaze","The 5 Best All-In-One Printers 2023 [HP] by roberthudd205",54,0,"Appreciation","2023-05-16T14:36:21.000Z","@BlazeMarcoweb","labelled_tweets"
54,0,"Printers,published",0,"Marco Blaze","I just published The 5 Best All-In-One Printers 2023 [HP]",55,0,"Appreciation","2023-05-16T14:34:39.000Z","@BlazeMarcoweb","labelled_tweets"
55,0,"Printers,Web infotech,Web,infotech",0,"Marco Blaze","Web infotech help: The 5 Best All-In-One Printers 2023 [HP] https://webinfotechhelp.blogspot.com/2023/05/the-5-best-all-in-one-printers-2023-hp.html?spref=tw…",56,0,"Appreciation","2023-05-16T14:33:09.000Z","@BlazeMarcoweb","labelled_tweets"
56,0,"Web Manual Page,Web Manual,Manual Page,Printers,Web,Page,Manual",0,"Marco Blaze","The 5 Best All-In-One Printers 2023 [HP] - Web Manual Page https://webmanualpage.weebly.com/1/post/2023/05/the-5-best-all-in-one-printers-2023-hp.html…",57,0,"Appreciation","2023-05-16T14:32:45.000Z","@BlazeMarcoweb","labelled_tweets"
57,0,"Printers,LinkedIn,latest article,Check,article,latest",0,"Marco Blaze","Check out my latest article: The 5 Best All-In-One Printers 2023 [HP] https://linkedin.com/pulse/5-best-all-in-one-printers-2023-hp-jenifer-vasquez… via  @LinkedIn",58,0,"Appreciation","2023-05-16T14:30:48.000Z","@BlazeMarcoweb","labelled_tweets"
58,0,"Instant Ink Ready,Compatible with Alexa,Wireless Printing,Instant Ink,Ink Ready,Photo Printer,Printer with Wireless,Renewed,amazon,Printing,Instant,Ready,Compatible,Alexa,Printer,Photo,Wireless,Ink,DeskJet",0,"Dawood Tariq","HP DeskJet Plus 4122 All-in-One Printer, All in One Photo Printer with Wireless Printing, Instant Ink Ready, Compatible with Alexa, 7FS77A (Renewed) https://amzn.to/41Bydsp via  @amazon",59,0,"Appreciation","2023-05-16T14:12:04.000Z","@DawoodTariq1","labelled_tweets"
59,0,"basic tasks,looong days,days of research,research I found,alternative software,software for basic,printer working,tasks,printer,looong,days,research,found,working,alternative,software,basic,printer finally,service,finally",1,"Richard-Dennis3210","2/2  After some very looong days of research I found a way to get the printer working again with alternative software for basic tasks. But again! When the printer finally gives up its service. Never again HP!!",60,0,"Neutral","2023-05-16T14:11:23.000Z","@PvtDennis","labelled_tweets"
60,1,"upset,printer,day,made it impossible,made,impossible,printer one day",0,"Richard-Dennis3210","1/2  I was also very upset about HP. They just made it impossible for me to use my HP All-in-One printer one day. Do they think the printer is too old?",61,0,"Complaint","2023-05-16T14:10:34.000Z","@PvtDennis","labelled_tweets"
61,0,"Smart Device Services,Device Services,Smart Device,thing to worry,printer fleet,fleet is running,running smoothly,Services,Smart,Device,trust,ManagedPrintServices,thing,worry,printer,fleet,running,smoothly,Learn",1,"genesisONE","Here’s one less thing to worry about – trust that your printer fleet is running smoothly with HP Smart Device Services. Learn More: https://mygenesis1.com/blogs/hp-laserjet-managed-mfp-e800-e700-series… #HP #ManagedPrintServices #smartdeviceservices",62,1,"Appreciation","2023-05-16T14:05:45.000Z","@mygenesisONE","labelled_tweets"
62,0,"Imma call dick,call dick prints,Imma call,dick prints,call dick,Imma,prints,printers,call,dick",0,"psalm","Imma call dick prints “hp printers” now",63,0,"Complaint","2023-05-16T13:49:53.000Z","@psalmianca","labelled_tweets"
63,0,"BLACK Ink Cartridge,full ink POHVYOS,Ink Cartridge compatible,printer full ink,BLACK Ink,ink POHVYOS,Cartridge compatible,Ink Cartridge,printer full,INK DeskJet,full ink,QSYRAINBOW,BLACK,POHVYOS,Ink,Cartridge,DeskJet,printer,compatible,full",0,"Enoch.Schneider70MyCc","QSYRAINBOW 1 BLACK Ink Cartridge compatible for HP 301 301XL INK DeskJet 1050 2050 3050 2150  1510 2540 printer full ink POHVYOS  https://s.click.aliexpress.com/e/_DmUbnE5?1ZDqODsIUA…",64,0,"Neutral","2023-05-16T13:32:23.000Z","@schneider70mycc","labelled_tweets"
64,0,"wifi printer printing,printing too ligt,wifi printer,printer printing,ligt,Title,printer,wifi,printing,print quality,quality,troubleshoot,print,printer for print",0,"Angilina Ken","HP wifi printer printing too ligt Title- How can I troubleshoot my HP printer for print quality?",65,0,"Appreciation","2023-05-16T12:08:27.000Z","@AngilinaKe22466","labelled_tweets"
65,0,"printer fleet,connected machine,Smart Tank,smarter,printer,fleet,cost-efficient office machine,Watch this video,connected,star,machine,office machine,Tank,cost-efficient office,series,high-quality,Watch,video,capabilities,Smart",0,"TeamLogicIT of CNJ","A smarter, more connected machine could be the star of your #printer fleet. Watch this video about the capabilities of the  @HP  Smart Tank 7000 series, the fast, high-quality, cost-efficient office machine.",66,0,"Appreciation","2023-05-16T12:05:41.000Z","@TeamLogicITNB","labelled_tweets"
66,1,"unfixable paper jam,days expired,unfixable paper,paper jam,days,expired,unfixable,paper,jam,warranty,printer,telling,solutions,purchase",1,"Muzungu Sisters","@hp  we have an unfixable paper jam and our warranty is 11 days expired. You are telling us there are no solutions but to purchase a new printer? #hp",67,0,"Complaint","2023-05-16T12:05:39.000Z","@MuzunguSisters","labelled_tweets"
67,2,"ranjona,Replying,annausha",1,"Prosenjit Datta","Replying to  @annausha  and  @ranjona",68,0,"Neutral","2023-05-16T12:03:04.000Z","@ProsaicView","labelled_tweets"
68,0,"trash,EPSON printer,printers are trash,purchased an EPSON,EPSON,Recently purchased,Recently,scanner,printer and scanner,printers,printer,looked back,back,purchased,looked",0,"Rashad J Nelson","HP printers are trash.  Recently purchased an EPSON printer and scanner.  Never looked back.",69,0,"Neutral","2023-05-16T12:01:00.000Z","@rashad_nelson","labelled_tweets"
